Zip code,Home value,House hold income,Pcic another form of income,Family,Homeowner,Marries,College
01266,1096,65888.4241,408,359,566,24.538619275461382,32.535885167464116
01267,3202,85256.9992,2706,1332,2030,16.67292527224934,19.439228939792212
01270,441,56371.4865,207,206,304,26.47814910025707,33.54755784061697
01301,8485,38575.2264,4263,2872,4389,16.225988700564972,39.50847457627118
01330,771,51627.8333,448,328,579,21.779548472775563,29.747675962815407
01331,6028,37650.9572,2736,2485,3928,18.73633416270829,41.627082862097566
01337,1165,47121.3832,693,623,1013,23.998459167950692,39.060092449922955
01338,82,47711.6504,44,48,70,25.668449197860966,33.68983957219251
01339,787,39839.8102,368,298,555,20.723226703755216,43.254520166898466
01340,954,40915.763,507,346,586,20.34097589653145,40.09406231628454
01341,801,74201.6696,524,439,609,23.949809056192034,25.259138025095474
01342,518,72647.613,324,277,300,18.565683646112603,18.297587131367294
01343,38,40504.7324,26,19,32,25.333333333333336,49.333333333333336
01344,654,39038.799,343,300,461,20.026702269692922,40.120160213618156
01346,429,43094.0152,119,114,169,21.388367729831145,34.33395872420263
01347,75,25349.4563,18,24,29,14.457831325301203,10.843373493975903
01349,496,35490.6875,224,220,292,20.164986251145738,29.23923006416132
01350,77,21806.64,23,21,50,17.355371900826448,50.413223140495866
01351,1032,47649.7336,542,461,798,20.308370044052865,36.69603524229075
01354,608,48065.8683,482,308,486,20.533333333333335,36.46666666666666
01355,418,51510.6427,213,207,332,23.57630979498861,35.53530751708428
01360,1391,51007.8005,873,692,1011,22.823218997361476,30.936675461741427
01364,3652,34265.3252,1828,1492,2254,18.72254988078805,43.38059982431924
01366,566,56988.3576,351,303,436,23.727486296006266,34.612372748629596
01367,300,39178.1742,136,127,197,24.32950191570881,45.97701149425287
01368,578,43745.1972,361,277,403,21.96669310071372,41.47501982553529
01370,1976,45619.9628,1131,802,1186,19.637610186092065,34.05974534769833
01373,2076,58770.1185,1221,999,1484,21.717391304347828,33.69565217391305
01375,1729,47798.2083,1353,568,730,15.418023887079263,14.060803474484256
01376,2503,31104.6029,1332,830,1230,15.81856298837431,39.660758528683054
01378,441,43514.1592,165,181,282,23.385012919896642,36.17571059431525
01379,420,39959.4372,363,157,343,19.311193111931118,38.13038130381304
01420,17128,36217.6024,9707,5968,8511,14.795349183132112,33.715943178719286
01430,2606,58948.4516,1433,1373,2036,22.54885859747085,34.32419116439481
01431,1191,54882.5187,938,724,1002,23.552374756018217,38.48405985686402
01432,3422,50237.9042,1481,1273,1799,17.95739878685287,37.466497390323035
01436,1214,37281.7043,959,588,996,17.62589928057554,43.52517985611511
01438,214,39707.3892,99,126,153,22.54025044722719,33.810375670840784
01440,9179,38502.7987,4810,3454,4427,16.97547550007372,39.558657295915864
01450,3989,130541.9882,2588,2502,3355,23.5017847078715,15.066691715198196
01451,1824,174687.754,1118,1242,1599,26.163892985043187,12.576364019380662
01452,1662,60220.6112,871,1056,1374,24.09858512094934,40.415335463258785
01453,17912,46749.2858,9533,7521,9328,18.396399481447055,36.851503069735585
01460,3477,91613.9304,2119,2075,2922,23.25190497534738,20.25997310623039
01462,4133,64796.743,2278,2335,3517,23.150902240729724,32.80785246876859
01463,4348,63061.7993,2827,2527,3318,21.979646864399406,33.43480908062973
01464,2427,55272.1885,1844,1251,1535,17.34849535431979,43.94674802385245
01467,141,130078.068,103,63,100,19.936708860759495,10.759493670886076
01468,1671,52288.0488,924,947,1241,23.551355384232778,44.36707286744591
01469,2572,56998.3354,1576,1546,2077,22.731951183649464,40.05293339214822
01473,2960,61390.6391,1595,1693,2465,23.26508176446338,29.40772296275938
01474,813,58701.448,628,485,613,22.823529411764707,27.294117647058826
01475,4179,40592.6521,2058,1994,2962,19.4157740993184,40.56475170399221
01501,6770,54094.7411,3731,3421,5292,21.28149300155521,33.16329704510109
01503,1189,78579.0158,697,696,886,24.284717376133987,27.669225401256103
01504,3628,47728.0448,1910,1849,2311,20.48526479060492,37.8240638156437
01505,1778,90449.3173,1092,1036,1365,23.788748564867966,22.525832376578645
01506,1493,45732.3516,821,746,1092,22.005899705014752,40.61946902654867
01507,4885,61178.7921,2560,2899,3714,22.332640012325708,31.861952083814803
01510,6397,44498.7067,3155,2355,3520,17.308540349845654,32.62531236219315
01515,931,55735.0581,575,515,667,23.591387998167658,42.83096655978012
01516,3306,60050.5977,1991,1960,2777,23.058823529411764,32.63529411764706
01518,1326,62583.0083,493,664,787,22.326832548755885,30.12777404169469
01519,2539,89684.22,1205,1512,1772,22.926459438968916,20.84912812736922
01520,5339,74848.9854,3071,3400,4634,24.290919482746304,23.60505822676288
01521,1365,50434.9495,716,560,872,22.57154373236598,37.565497783151955
01522,1298,65932.9111,822,761,974,22.99093655589124,24.954682779456196
01523,2462,72537.1024,1553,1370,1892,18.069111052492744,33.86969137430757
01524,2594,52216.269,1922,1419,1931,21.19175627240143,36.05137395459976
01525,120,39977.9508,23,48,77,16.551724137931036,17.586206896551722
01527,5618,50903.3684,3163,2743,3761,20.70813830590367,39.91393628265137
01529,1162,53669.33,704,691,759,21.661442006269592,33.322884012539184
01531,390,50729.5709,208,233,314,23.323323323323322,40.84084084084084
01532,5314,94455.4094,2941,3333,4241,23.546450017661606,22.296008477569764
01534,2123,63737.2385,1051,1201,1241,21.328360859527614,29.195524773574853
01535,2058,46682.1592,1077,986,1254,21.068376068376068,38.824786324786324
01536,2794,76311.8731,1278,1484,1973,21.544715447154474,27.39547038327526
01537,1077,46452.1316,611,436,831,19.395017793594306,37.27758007117438
01540,4395,49026.5974,2544,2318,3134,20.52962536533522,35.1518908865468
01541,1339,95810.0945,760,894,1069,26.19396425432171,19.103428069147377
01542,829,52925.4455,268,453,529,20.572207084468666,28.15622161671208
01543,2990,61498.2388,1839,1811,2400,22.714160290982065,30.22701617960617
01545,13955,85158.4001,7137,8041,9384,22.779682143970085,21.22439729170798
01550,7527,34994.0988,3436,2642,2911,15.802380525151024,36.65889108200251
01560,1844,61997.9223,832,907,889,20.03534349458803,27.12613209631102
01561,102,43831.83,71,45,15,13.636363636363635,8.787878787878787
01562,5295,44421.6401,2353,2438,2952,20.859000684462696,38.14168377823409
01564,2965,76217.562,1822,1886,2452,24.1547131147541,26.47284836065574
01566,2663,70293.7343,1390,1488,2158,23.641563393708292,27.34350174769622
01568,2808,88039.6534,1616,1779,2218,23.783422459893046,25.6951871657754
01569,5349,60484.912,3000,3031,4088,22.337681479843763,35.22735647431646
01570,8011,43554.0011,3398,2954,3651,17.61794000119282,37.87797459295044
01571,4403,52089.7978,2781,2208,3037,19.38542581211589,30.359964881474976
01581,7350,99418.9977,3542,4104,4382,22.46059544658494,17.852451838879162
01583,2721,67394.9204,1420,1482,1886,19.523119483599,35.5157423264392
01585,2049,52393.0098,1138,1001,1302,21.980676328502415,43.67588932806324
01588,3903,52783.6375,2640,1932,2405,19.849994862837768,39.802732970307204
01590,3360,85574.9511,1737,2128,2600,23.977464788732394,27.887323943661972
01602,9451,47095.9379,5377,3977,5497,17.428458740523247,28.594592225776765
01603,7950,32429.971,4036,2732,3604,13.717613978710585,33.27475396665997
01604,15570,37497.6378,6026,5014,6613,14.459151599042594,36.2372754275168
01605,11140,34373.9116,5134,3148,3476,12.005644330879829,30.651004919720837
01606,8449,46818.4696,4339,3414,5648,17.895895581066203,30.382135555905016
01607,3850,32335.9621,1676,1130,1503,13.531313615135913,35.85199377320081
01608,1743,44643.5982,641,204,57,5.246913580246913,17.59259259259259
01609,8307,62748.6077,7045,2566,2849,11.44462780429062,17.63525266491236
01610,8321,23579.1044,6680,1919,1459,8.01419920651493,28.239716015869703
01611,916,40674.6632,688,428,646,19.090098126672615,48.751115075825155
01612,1608,79327.632,1328,1077,1436,22.229102167182663,20.020639834881322
01701,12590,79951.4094,6613,7198,9737,23.057949194349234,26.014671493096706
01702,14984,47720.3057,10387,5445,4914,14.63473633284954,27.65145406654841
01718,205,93558.5994,34,109,149,23.240938166311302,8.315565031982942
01719,2073,106037.9121,1057,1191,1716,23.839071257005603,10.5484387510008
01720,8294,120759.8046,4674,5070,6208,23.734843874350453,12.784981976499227
01721,6609,81448.8186,3873,3807,5427,22.943409871632618,23.799192430543002
01730,5372,114107.0979,2851,3074,3613,23.2508887376144,18.19832085318811
01740,1738,130109.1901,1032,1241,1492,25.342046150704512,18.358178476618335
01741,1758,230977.9544,884,1334,1593,27.49381698268755,10.634789777411378
01742,6964,280130.4953,3329,3916,5201,22.091842491255782,17.14430779645718
01745,188,73003.2642,53,91,133,22.921914357682617,25.692695214105793
01746,5087,95877.7549,3017,3285,4160,24.24891119805123,20.41042297187569
01747,2285,68333.658,1191,1318,1832,22.297411605481308,29.43664354593131
01748,5128,168348.4659,2963,3494,4515,23.410385259631493,13.500837520938022
01749,7998,60838.0111,4411,4070,5783,21.350259665320255,33.032576194722765
01752,16416,59633.3709,8634,7460,9206,19.377126678615028,31.504714408166446
01754,4447,61883.2259,2774,2134,2832,21.116168612705323,28.042746883039776
01756,2091,89984.3289,1304,1422,1869,24.35348518581949,25.843466346977223
01757,11436,58219.1393,5878,5742,6907,20.4625637005096,32.226221446135206
01760,14039,92145.0122,7004,7231,9940,22.0551454889282,19.462575489538217
01770,1495,250507.312,1008,1044,1254,25.34595775673707,9.565428502063607
01772,3272,207959.628,2000,2304,2814,24.589114194236927,15.82710779082177
01773,2154,322829.0178,1097,1294,1523,25.31298904538341,8.724569640062597
01775,2526,109724.8369,1552,1693,2115,25.690440060698027,18.072837632776935
01776,5951,240135.8839,3665,4425,5461,25.05804405685486,10.776374653151368
01778,5058,252918.3093,3004,3302,4587,25.188801586696165,12.42657716072927
01801,16737,57991.8583,8823,7524,9171,19.340410765236616,38.04847955170552
01803,9664,72030.7034,5074,5494,6391,22.436394821742148,28.18638461224323
01810,12423,141623.3661,7138,7613,9687,22.930032227944942,13.906207644348061
01821,11159,59865.721,6492,6561,9043,21.6463213460904,37.099967007588255
01824,9849,88833.8982,5039,5907,8108,23.712416201677975,25.835976074826384
01826,11332,53719.655,6303,6056,8867,20.58323703351234,38.75331384678132
01827,1098,96522.0995,729,774,1066,24.347279018559295,25.857187794904057
01830,10751,44661.7256,4959,4189,5528,16.664677566933207,35.207065282253254
01832,9283,45620.2237,4290,3648,5635,16.536718041704443,34.728014505893015
01833,3044,78649.4076,1587,1964,2490,24.000977636563608,27.361603323964317
01834,2439,66025.0959,1529,1530,2080,23.687877380399442,34.014553336429785
01835,5623,55618.7365,3092,2652,3527,19.383131121181112,30.872679432831458
01840,2347,17370.3337,731,401,70,8.472427635748996,26.09338685822945
01841,15506,21536.2274,10240,4594,4099,9.727898358920063,28.677607199576492
01843,9287,29837.4578,4685,2936,3622,12.020470829068577,33.2446264073695
01844,18337,48014.6973,10256,8891,12761,18.817329467290314,34.38168003555631
01845,10964,106174.4604,6573,5995,7769,21.1448927765237,22.615688487584652
01850,5938,33610.4276,3207,1993,3120,13.080002625188685,36.00446282076524
01851,10760,35607.4562,6320,4014,4479,13.29579330904273,29.337528983106985
01852,14430,39796.791,6950,4682,6311,13.97278261907604,32.45493613465441
01854,10315,33366.3333,7958,3135,3907,11.356226907194088,31.68876331232341
01860,2555,62124.221,1565,1389,2057,21.915430735247714,28.71568318081414
01862,3491,60429.3427,2239,1971,2922,19.2725139337049,37.029431895961665
01863,3958,62254.1475,1859,1856,2958,20.875042177482847,33.30334045664155
01864,5633,97201.7116,3181,3449,4546,23.160085952189092,29.848240666129467
01867,9187,91727.2594,5432,5545,7430,23.146602103857074,23.7184838871264
01876,10679,63762.2018,5939,6318,9202,22.039278613039386,38.103045313426584
01879,4213,70540.171,2436,2552,3578,22.57408226448474,30.98628925254312
01880,10323,71313.4019,5134,5239,7406,21.182226175554927,30.28342700036389
01886,7876,109250.7247,4905,5438,6936,24.77335884469956,16.19060635050795
01887,7808,69620.3818,5315,4972,6493,22.270996640537515,32.170212765957444
01890,7988,187757.5116,3768,5021,6300,23.48236834720793,14.671218782153215
01901,1034,20327.8193,289,145,99,8.584961515689757,40.26050917702783
01902,18354,30547.7426,7926,5212,6031,11.546556193092448,32.55499678770021
01904,7182,49679.7312,3686,3486,5371,19.150689446794484,39.141899686864804
01905,9187,33093.79,4514,3437,3920,13.611342125064354,35.55106728446398
01906,10786,53286.7973,6232,5470,7911,20.517629407351837,43.818454613653415
01907,5960,112446.2448,3267,3131,4259,22.321237613174592,21.522777500534684
01908,1677,100110.579,775,744,1079,21.818181818181817,33.10850439882698
01913,7110,58741.7961,3661,3205,4767,19.68310507891666,31.468402628508258
01915,16641,74140.5565,10162,7380,9557,18.68259834945066,29.59090678952964
01921,2756,173073.972,1622,2066,2684,25.951513628941086,20.361763597537998
01922,1115,87514.112,666,738,880,23.745173745173744,17.760617760617762
01923,11135,63343.2522,5661,5375,6978,20.404676941766002,30.510211829018296
01929,1600,94170.2688,911,780,933,22.26027397260274,30.536529680365298
01930,14557,60358.3804,7911,5686,7702,19.75059918718955,35.985966862343254
01938,6006,88988.4245,3607,2918,4267,22.148007590132828,30.041745730550286
01940,4729,116672.2583,2766,2954,3764,24.397092831185994,30.22794846382557
01944,2394,282870.9602,967,1216,1441,23.67601246105919,21.49532710280374
01945,8838,149581.4198,4326,4576,6389,23.101777059773827,16.50343295638126
01949,3045,88552.6733,2250,1770,2211,19.695115166351396,33.303660843440525
01950,8264,82243.7052,3927,3604,5252,20.69361506660542,22.984611851171337
01951,1821,97219.5903,983,824,1269,23.159078133783023,28.10567734682406
01952,4550,46194.9075,2041,1537,2508,18.556078715441267,38.790293371966676
01960,22024,52388.5594,11045,10251,13391,20.12209484924623,38.031956658291456
01966,4223,77731.5482,2056,1528,2160,21.979286536248562,31.74626006904488
01969,2253,75801.7461,1140,1366,1789,23.326502732240435,35.07513661202186
01970,19063,47872.4881,10077,6339,8636,15.41998102605269,29.533678756476682
01982,2880,129908.7839,1995,1880,2166,24.214322514167954,13.845955692941784
01983,2176,140567.1286,1406,1490,2005,24.470356380358023,18.574478567909345
01984,1430,231415.8908,1903,862,1183,17.68205128205128,14.133333333333335
01985,1580,111732.0589,993,1095,1296,25.85596221959858,22.030696576151122
02019,6365,59387.1509,3452,3584,5078,21.944648542738182,36.85402890031839
02021,8762,99360.573,4027,4600,6470,21.334817494550347,27.61931264783637
02025,2980,212378.1448,1844,1743,2396,23.11058074781225,14.704322460885708
02026,10184,82907.5932,5246,4855,6805,19.64712071547084,29.25822508194731
02030,1969,476124.6106,1027,1439,1787,25.74700304168903,6.172839506172839
02032,1593,80583.1872,752,942,1163,22.29058211074302,31.613819214387128
02035,6895,75943.6293,3658,3645,4448,21.612807589682774,28.413874888823003
02038,11394,82862.6667,7442,6948,8736,21.96301564722617,23.48664453927612
02043,8953,167102.1491,4443,5146,6627,23.225165861804395,19.718373426005325
02045,5762,59900.4189,2385,1941,3489,18.85747595453221,36.70455649470514
02047,264,62136.5436,0,42,14,23.333333333333332,61.66666666666667
02048,8746,78024.2967,4693,4923,6001,21.23447204968944,24.07263630089717
02050,11292,78621.0049,5920,5600,7945,22.022100751110937,27.54728852884502
02052,4237,158845.4056,2405,2935,3760,24.409514304723885,18.09713905522289
02053,4613,84227.5579,2905,2932,3792,22.992471769134255,24.88237139272271
02054,3158,69494.1233,1757,1771,2285,22.443289823849955,28.20935242681536
02056,3121,107420.2741,2149,2278,2912,20.74492304890265,24.524178125853744
02061,3675,160305.5593,2321,2496,3156,23.75785265562536,23.805444507900248
02062,12479,59818.0458,6098,5587,6467,19.53359904901755,31.011817355429688
02066,7419,98091.9415,3703,4026,5472,22.802446760308108,25.039646579066606
02067,6414,114313.7029,3712,4365,5350,24.962827404780967,13.6566395973922
02071,321,77623.8011,432,219,285,12.82952548330404,28.471001757469246
02072,10799,53874.3056,5392,5315,7807,19.685914293121968,38.73847179525168
02081,7156,90938.3467,3906,4166,5662,22.553053269813773,26.981377219575574
02090,5438,195855.5862,2835,3495,4703,23.879475266466248,14.334517627767148
02093,3869,81635.6757,2698,2405,3275,21.953445915107256,25.349155636695574
02108,2278,497730.9544,808,594,758,15.529411764705884,8.627450980392156
02109,2462,279830.3596,880,507,790,13.444709626093873,14.850172368072128
02110,1264,469681.3702,378,333,610,19.21523369878823,8.886324293133296
02111,3628,217290.8234,2524,1085,933,14.695923066504132,18.28524989841528
02113,4682,76804.5908,1972,526,831,7.606652205350686,9.558929862617498
02114,7672,140518.1781,2918,1348,1848,11.234269522460206,9.70914242853571
02115,10838,82662.8416,15268,1379,1173,4.8486340142751665,9.591786505397138
02116,12644,334275.3114,6263,2793,4396,13.539848749272835,8.740546829552065
02118,12967,85652.6587,7906,2580,4074,9.73658389312401,17.578685183787456
02119,11048,26503.3731,5401,1911,2176,7.539651227018069,28.72248086483074
02120,5335,28585.9062,5384,665,468,4.380475594493117,15.400829984849482
02121,10589,24570.8058,5343,1761,2250,6.77881284163523,35.04888752020941
02122,8887,35501.1958,5371,2551,3123,10.865028323182418,35.26981557987989
02124,19053,33811.0807,10567,4664,6605,9.760793587677625,35.66958960299688
02125,13263,32366.6867,7194,3191,3646,9.5840216248686,27.217299894879112
02126,10151,32525.3879,7045,2612,4015,10.218292778342853,41.291761208043184
02127,16409,55574.671,6354,3477,5755,10.934306110255038,26.044844177489857
02128,15854,31128.5001,10599,4775,4284,11.787795003456107,34.306803594351734
02129,8648,92102.4813,3248,2540,3493,15.451061500091246,21.199586349534645
02130,16016,56271.7249,9817,4287,7234,12.10982740600548,20.149148329143244
02131,12286,46200.0613,6956,4133,5895,13.857037484074297,29.99061221752833
02132,11341,67088.9025,5794,4863,7858,18.804377247592903,30.683268241753993
02134,9664,35736.5393,6288,1598,1079,7.431521183090732,16.509324280332976
02135,20834,42518.3494,9288,4521,4333,10.568022440392708,16.453950444132772
02136,11092,41100.0641,5532,3793,5546,13.314377983712442,36.45394552092109
02138,14949,162873.5226,13970,4260,5383,11.731012832516384,6.7880156413504436
02139,15402,61190.935,10831,3759,4841,10.341412418498445,13.029244270819005
02140,8638,75174.1877,5227,2745,3098,15.590390185721589,17.72590446981314
02141,6596,56729.7392,2906,1568,2013,13.16540722082284,20.713685978169604
02142,1794,154318.8768,921,424,176,13.498885705189432,2.5787965616045847
02143,11752,44733.3666,6775,3126,3524,12.751896875254957,21.7753120665742
02144,11389,55384.8288,6610,2903,3794,12.15101921225566,16.75526348834289
02145,10520,37645.1234,5307,3281,3542,12.897519556586342,30.95247454695546
02148,25191,40640.4957,14158,9910,9700,16.65462245601062,32.95296035494009
02149,16662,34335.9412,9380,6199,5925,14.919374247894105,41.24669073405535
02150,12596,30585.6679,8150,3716,3162,10.579660630907641,28.191549937364762
02151,22125,37301.1213,11006,8042,9902,15.522699197035205,40.90294935145151
02152,8320,53571.7916,3639,3194,4211,18.254557924215582,37.89792535863291
02155,24032,52791.1843,15190,9699,12757,16.73279966875992,28.65226692429784
02169,26481,48248.7869,12488,8788,10582,15.962219598583236,32.50022704568159
02170,8041,47307.4787,4407,3326,4174,17.052037938990004,29.541143296590615
02171,8316,57941.4413,4077,3070,4437,17.333860312799953,28.89164925752357
02176,11751,72826.4554,6228,5756,7497,21.331949746136456,24.422784716302857
02180,9458,63149.0515,4660,4491,6125,20.94975976116061,34.54307972197602
02184,14302,67258.398,7991,7085,9412,19.821508504923905,33.21116830796777
02186,9700,119175.6382,5924,5418,7208,20.06443728474614,17.9387475465689
02188,6521,54263.3493,2744,2662,3681,18.22289156626506,38.4446878422782
02189,6292,50373.9031,3648,2461,3736,16.903633491311215,37.11793392403324
02190,6904,58464.6234,3595,3232,4997,20.050871642161425,36.342204851417584
02191,3763,52961.2706,1852,1668,2898,19.72330613692799,36.54960387844389
02199,927,391159.3924,231,189,29,16.49214659685864,14.659685863874344
02210,1358,161628.6167,337,302,430,14.44976076555024,10.287081339712918
02215,9324,54870.2762,13159,997,948,3.8162679425837323,4.8
02301,23673,36149.58,12467,7876,10457,12.906185989348629,32.983203605079886
02302,11857,37193.1351,7515,4913,8371,15.005650407745641,37.62560703704835
02322,1769,50855.9693,1248,853,1332,19.582185491276398,37.78696051423324
02324,8336,61487.5405,7349,4581,5990,17.245793020366676,29.247449459774877
02330,4600,49567.1954,3018,2541,3965,22.07837344686767,42.679642019289254
02332,5875,153306.5399,3031,3637,4933,24.151670097616044,18.759545786572815
02333,4906,55598.8736,3296,2878,4128,20.86414383065101,40.271132376395535
02338,3014,53588.3364,1822,1619,2603,21.534982708167067,41.31417930300612
02339,4852,89941.0971,3131,3211,3916,23.135672598890412,27.069673607608618
02341,3593,59638.327,2583,2248,3055,22.00039146604032,36.8369543942063
02343,4261,47526.992,2305,2031,3301,18.90181479758027,42.31735691019078
02346,9020,51972.487,5470,4681,6494,20.258807236215702,37.88626330823163
02347,4180,68940.9036,2462,2443,3241,23.021108179419524,33.57519788918206
02351,6399,56047.5956,3463,3155,4160,19.683074427599976,38.511448000499094
